                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.23709,                0.21968,                 0.8985,                 0.9413,                0.97194,                0.98308,                0.86025,                0.24641,                0.49953,                0.58945,             0.00038073,             0.00038073,             0.00038073
                    155,                0.24482,                0.22576,                0.90334,                0.95496,                0.94946,                0.98523,                 0.8462,                0.26367,                0.56522,                0.59628,             0.00037819,             0.00037819,             0.00037819
                    156,                0.23141,                0.22529,                0.90009,                0.93809,                0.95923,                0.98496,                0.83925,                0.30166,                0.65712,                0.61282,             0.00037566,             0.00037566,             0.00037566
                    157,                0.22938,                0.22723,                0.89921,                0.94494,                0.96576,                0.97919,                0.84839,                0.30055,                0.60789,                0.61729,             0.00037312,             0.00037312,             0.00037312
                    158,                0.22582,                0.21491,                0.88843,                0.95963,                0.96011,                0.98227,                0.84255,                0.28521,                0.56105,                0.61676,             0.00037058,             0.00037058,             0.00037058
                    159,                0.23927,                0.23246,                0.89972,                0.96312,                0.94552,                0.98682,                0.84826,                0.25105,                0.51087,                0.58779,             0.00036804,             0.00036804,             0.00036804
                    160,                0.21595,                 0.2215,                0.89562,                0.96349,                 0.9444,                0.98733,                0.83269,                0.27384,                0.51902,                0.60942,             0.00036551,             0.00036551,             0.00036551
                    161,                0.22263,                0.21587,                0.89829,                 0.9691,                0.96067,                0.98232,                0.83753,                0.30043,                0.51435,                 0.6284,             0.00036297,             0.00036297,             0.00036297
                    162,                0.23076,                0.21324,                0.91047,                0.96341,                0.96388,                0.98499,                0.84854,                0.27856,                0.49948,                0.61098,             0.00036043,             0.00036043,             0.00036043
                    163,                0.21552,                0.21232,                0.89199,                0.97621,                0.95573,                0.98637,                0.86038,                0.27245,                0.52522,                0.60259,             0.00035789,             0.00035789,             0.00035789
                    164,                0.21741,                 0.2119,                0.89534,                0.98121,                0.95818,                0.98414,                0.85166,                0.28185,                 0.5564,                0.60837,             0.00035535,             0.00035535,             0.00035535
                    165,                0.22753,                0.22277,                0.91026,                 0.9675,                0.95995,                0.98642,                0.85127,                0.27337,                0.52043,                0.60095,             0.00035282,             0.00035282,             0.00035282
                    166,                0.22484,                0.22355,                0.90576,                0.97552,                0.96331,                0.98265,                  0.852,                 0.2693,                0.49434,                0.60332,             0.00035028,             0.00035028,             0.00035028
                    167,                0.22739,                0.22327,                0.90491,                0.97871,                0.96371,                0.98452,                0.84879,                0.28586,                0.47397,                0.62136,             0.00034774,             0.00034774,             0.00034774
                    168,                0.22459,                0.20858,                 0.8996,                0.98893,                0.95144,                0.98194,                0.86486,                0.26537,                0.53355,                0.60658,              0.0003452,              0.0003452,              0.0003452
                    169,                 0.2126,                0.20438,                0.89314,                0.97627,                0.95917,                 0.9876,                0.84699,                0.26762,                0.52625,                0.60697,             0.00034267,             0.00034267,             0.00034267
                    170,                0.21858,                0.20865,                0.89296,                0.97795,                0.96675,                0.98802,                0.83964,                0.26263,                0.51572,                0.60089,             0.00034013,             0.00034013,             0.00034013
                    171,                0.22146,                0.20675,                0.89376,                 0.9635,                0.97003,                0.98392,                0.84107,                0.27786,                0.54046,                0.61175,             0.00033759,             0.00033759,             0.00033759
                    172,                0.22883,                0.21716,                 0.9067,                0.95442,                0.97831,                0.98982,                0.86354,                0.26807,                0.50712,                0.60221,             0.00033505,             0.00033505,             0.00033505
                    173,                0.21818,                0.20578,                0.88905,                0.94483,                0.96999,                0.98652,                0.87616,                0.26651,                0.52855,                0.60399,             0.00033252,             0.00033252,             0.00033252
                    174,                0.22636,                0.21128,                0.90241,                0.95589,                0.94769,                0.98323,                0.88424,                0.29962,                0.58674,                 0.6409,             0.00032998,             0.00032998,             0.00032998
                    175,                0.22444,                0.21305,                0.89768,                0.97732,                0.95267,                 0.9884,                0.88263,                0.27238,                0.50062,                0.62074,             0.00032744,             0.00032744,             0.00032744
                    176,                0.21909,                0.21309,                0.89241,                0.95214,                0.96442,                0.98195,                0.87752,                0.28089,                0.53395,                 0.6165,              0.0003249,              0.0003249,              0.0003249
                    177,                0.22328,                0.21451,                0.90304,                 0.9637,                0.96491,                0.97888,                0.86378,                 0.2744,                0.57339,                0.60978,             0.00032236,             0.00032236,             0.00032236
                    178,                0.21104,                0.20006,                0.89027,                0.97417,                0.96985,                0.98793,                0.87826,                0.25081,                0.49578,                0.59417,             0.00031983,             0.00031983,             0.00031983
                    179,                0.21096,                0.20344,                0.89265,                0.98305,                0.96993,                0.98918,                 0.8679,                0.27052,                0.52636,                 0.6168,             0.00031729,             0.00031729,             0.00031729
                    180,                0.20802,                0.20763,                0.88988,                0.96666,                0.95964,                0.98597,                0.86229,                0.26146,                0.58317,                0.60155,             0.00031475,             0.00031475,             0.00031475
                    181,                0.22636,                 0.2168,                0.90507,                0.96983,                0.95859,                0.98642,                0.89263,                0.23502,                0.50916,                0.58511,             0.00031221,             0.00031221,             0.00031221
                    182,                0.21001,                0.20344,                0.89039,                0.97456,                0.96417,                 0.9879,                0.88214,                0.24397,                0.49203,                0.59486,             0.00030968,             0.00030968,             0.00030968
                    183,                0.21858,                0.21025,                0.89645,                0.97886,                0.96212,                 0.9868,                0.86941,                0.24791,                 0.5094,                0.59446,             0.00030714,             0.00030714,             0.00030714
                    184,                 0.2156,                 0.2052,                0.89093,                0.97639,                0.96519,                0.98552,                0.87187,                0.24298,                0.46632,                0.59197,              0.0003046,              0.0003046,              0.0003046
                    185,                0.20306,                0.19786,                0.88369,                0.97839,                 0.9547,                0.98664,                0.85285,                0.24454,                0.51107,                0.59389,             0.00030206,             0.00030206,             0.00030206
                    186,                0.20864,                0.20604,                0.89598,                 0.9827,                0.95304,                0.98784,                0.86331,                0.26893,                0.50967,                0.60598,             0.00029953,             0.00029953,             0.00029953
                    187,                0.20832,                0.19832,                0.88875,                0.97136,                 0.9659,                0.98527,                0.87351,                0.28447,                0.48913,                0.61774,             0.00029699,             0.00029699,             0.00029699
                    188,                0.21786,                0.20196,                 0.9001,                0.97702,                0.95667,                0.98738,                0.87101,                0.29924,                 0.5028,                0.64155,             0.00029445,             0.00029445,             0.00029445
                    189,                0.20572,                0.19993,                0.88943,                0.97567,                0.96179,                0.99003,                0.88221,                0.27907,                0.50027,                0.62885,             0.00029191,             0.00029191,             0.00029191
                    190,                0.21195,                0.19983,                0.88467,                0.96806,                0.96571,                0.98891,                0.88946,                0.26751,                0.47381,                0.61613,             0.00028937,             0.00028937,             0.00028937
                    191,                0.20053,                0.19438,                0.88881,                0.96296,                0.97094,                0.98544,                0.86981,                0.30438,                0.51492,                0.64933,             0.00028684,             0.00028684,             0.00028684
                    192,                0.20253,                0.19615,                0.89242,                 0.9741,                  0.955,                 0.9823,                0.89012,                 0.2494,                0.47299,                 0.6017,              0.0002843,              0.0002843,              0.0002843
                    193,                0.20178,                0.19986,                0.88177,                0.97194,                0.96198,                0.98229,                0.88099,                0.23948,                0.48802,                0.58083,             0.00028176,             0.00028176,             0.00028176
                    194,                0.20909,                 0.2082,                0.89223,                0.96462,                0.95687,                0.98676,                0.88698,                0.25833,                0.49454,                0.59535,             0.00027922,             0.00027922,             0.00027922
                    195,                0.19301,                0.19161,                0.87815,                0.96712,                0.95909,                0.98602,                 0.8958,                  0.252,                0.48819,                0.59139,             0.00027669,             0.00027669,             0.00027669
                    196,                0.20877,                0.20351,                0.89139,                0.96518,                0.93672,                0.98308,                0.88616,                0.26094,                0.47507,                0.59967,             0.00027415,             0.00027415,             0.00027415
                    197,                 0.2083,                0.20242,                0.89057,                0.96463,                0.94564,                0.98507,                0.88109,                0.24516,                0.46502,                0.59457,             0.00027161,             0.00027161,             0.00027161
                    198,                0.20082,                0.19529,                0.88428,                0.96336,                0.93187,                0.98252,                0.88182,                0.24568,                0.47369,                0.59043,             0.00026907,             0.00026907,             0.00026907
                    199,                0.20206,                0.19463,                0.89317,                0.95933,                0.94249,                0.98364,                0.88912,                0.24311,                0.49709,                0.59089,             0.00026654,             0.00026654,             0.00026654
                    200,                0.19485,                 0.1847,                0.88397,                0.95829,                0.94577,                0.98689,                0.89915,                 0.2409,                0.47515,                0.59399,               0.000264,               0.000264,               0.000264
                    201,                0.18767,                0.18767,                0.88316,                0.95899,                0.95755,                0.98765,                0.86622,                0.24918,                0.48842,                0.59173,             0.00026146,             0.00026146,             0.00026146
                    202,                0.20552,                0.19848,                0.88841,                0.96388,                0.96397,                0.98449,                0.87051,                0.27924,                0.48549,                0.60577,             0.00025892,             0.00025892,             0.00025892
                    203,                0.20842,                0.20268,                0.88979,                0.97271,                0.95862,                0.98784,                0.88438,                0.24636,                0.45683,                0.59752,             0.00025638,             0.00025638,             0.00025638
                    204,                 0.1998,                0.19218,                0.88931,                 0.9615,                0.97148,                 0.9879,                0.88127,                0.25925,                 0.4804,                0.60629,             0.00025385,             0.00025385,             0.00025385
                    205,                0.19935,                0.19351,                0.88718,                0.96871,                0.97337,                0.98793,                0.87957,                0.25144,                0.47399,                 0.5934,             0.00025131,             0.00025131,             0.00025131
                    206,                 0.2035,                0.18765,                0.89254,                0.96497,                0.96207,                0.98736,                0.87796,                0.25734,                0.49803,                0.58975,             0.00024877,             0.00024877,             0.00024877
                    207,                0.20064,                0.19951,                0.88087,                0.96392,                0.96906,                0.98711,                0.88266,                0.24527,                0.47615,                0.58714,             0.00024623,             0.00024623,             0.00024623
                    208,                 0.1881,                0.18838,                0.88978,                0.96745,                0.96647,                0.98696,                0.87573,                0.24698,                0.48543,                0.59001,              0.0002437,              0.0002437,              0.0002437
                    209,                0.20085,                0.19052,                0.87728,                0.97852,                0.96359,                0.98705,                 0.8706,                0.25535,                0.44467,                0.60182,             0.00024116,             0.00024116,             0.00024116
                    210,                0.20084,                0.19693,                 0.8888,                0.95989,                0.97359,                0.98842,                0.87585,                0.25262,                0.43454,                0.60187,             0.00023862,             0.00023862,             0.00023862
                    211,                0.18558,                0.18321,                0.88499,                0.96661,                0.97985,                0.98954,                0.87783,                0.26161,                0.45189,                0.60411,             0.00023608,             0.00023608,             0.00023608
                    212,                0.20247,                0.19305,                0.89497,                0.96866,                0.97413,                0.98801,                0.89014,                0.25974,                0.45576,                0.59782,             0.00023355,             0.00023355,             0.00023355
                    213,                0.19655,                0.19476,                0.88215,                0.96089,                0.97654,                0.98812,                0.90138,                 0.2556,                0.48324,                0.59128,             0.00023101,             0.00023101,             0.00023101
                    214,                0.19954,                 0.1884,                0.88607,                0.97839,                0.96414,                0.98761,                0.90071,                0.24495,                0.48629,                0.58876,             0.00022847,             0.00022847,             0.00022847
                    215,                0.20244,                0.19631,                0.89647,                0.97381,                0.96389,                0.98695,                0.89249,                 0.2536,                0.44922,                0.60241,             0.00022593,             0.00022593,             0.00022593
                    216,                0.19153,                0.18778,                0.88909,                0.97535,                0.96115,                0.98633,                0.88258,                0.24804,                0.45646,                0.59983,             0.00022339,             0.00022339,             0.00022339
                    217,                0.19311,                  0.186,                0.87885,                0.96437,                0.96375,                 0.9852,                0.86443,                0.24892,                0.50341,                0.59269,             0.00022086,             0.00022086,             0.00022086
                    218,                0.19634,                0.19452,                0.88692,                0.96432,                0.96864,                0.98548,                0.86557,                0.25337,                 0.4761,                0.59682,             0.00021832,             0.00021832,             0.00021832
                    219,                0.19878,                0.19412,                0.89277,                0.96367,                0.96819,                0.98529,                0.87298,                0.24201,                0.45997,                 0.5919,             0.00021578,             0.00021578,             0.00021578
                    220,                0.19367,                0.18535,                 0.8796,                0.96801,                0.96208,                0.98635,                0.88489,                0.25533,                0.47743,                0.60236,             0.00021324,             0.00021324,             0.00021324
                    221,                0.18626,                0.17669,                0.88225,                0.96489,                0.96465,                0.98524,                0.88779,                 0.2638,                0.50111,                0.60604,             0.00021071,             0.00021071,             0.00021071
                    222,                0.19501,                0.18591,                0.88822,                0.96844,                0.97415,                0.98706,                0.88549,                0.25055,                0.48289,                0.59896,             0.00020817,             0.00020817,             0.00020817
                    223,                0.18695,                0.18225,                0.88844,                0.95984,                0.97736,                0.98663,                0.88722,                0.25106,                0.48455,                 0.5946,             0.00020563,             0.00020563,             0.00020563
                    224,                0.18164,                0.18091,                0.87266,                0.96541,                0.96428,                0.98487,                0.88072,                0.24614,                0.46978,                0.59017,             0.00020309,             0.00020309,             0.00020309
                    225,                0.18766,                0.18296,                0.88352,                 0.9738,                0.95953,                0.98375,                0.88478,                0.24294,                0.45415,                0.59054,             0.00020056,             0.00020056,             0.00020056
                    226,                0.18273,                0.17611,                0.88897,                 0.9611,                0.96227,                0.98203,                0.88314,                0.24142,                0.47043,                0.59168,             0.00019802,             0.00019802,             0.00019802
                    227,                0.19095,                0.18283,                0.88864,                 0.9543,                0.96593,                0.98334,                0.87924,                0.25253,                0.48131,                0.59802,             0.00019548,             0.00019548,             0.00019548
                    228,                0.18398,                0.17966,                0.88422,                0.95136,                0.97159,                0.98417,                0.89862,                0.24032,                0.48505,                0.59343,             0.00019294,             0.00019294,             0.00019294
                    229,                0.18098,                0.17522,                0.88413,                  0.963,                0.97156,                0.98317,                0.89479,                0.25029,                0.48786,                0.60215,              0.0001904,              0.0001904,              0.0001904
                    230,                0.18007,                0.17614,                0.88827,                0.98026,                0.95566,                0.98656,                0.90285,                0.23288,                0.46532,                0.59041,             0.00018787,             0.00018787,             0.00018787
                    231,                0.20143,                0.20503,                0.89461,                0.98446,                0.96019,                0.98754,                0.90278,                0.23878,                0.44793,                0.59142,             0.00018533,             0.00018533,             0.00018533
                    232,                0.18243,                0.18332,                0.88567,                0.96292,                0.96896,                0.98904,                 0.8724,                0.25983,                0.46001,                0.60835,             0.00018279,             0.00018279,             0.00018279
                    233,                0.18434,                0.18193,                0.88465,                0.96996,                0.97407,                0.98701,                0.86054,                0.24838,                0.43648,                0.60345,             0.00018025,             0.00018025,             0.00018025
                    234,                0.18622,                0.17715,                0.88881,                0.97057,                0.96673,                 0.9863,                0.87151,                 0.2296,                0.44763,                0.58461,             0.00017772,             0.00017772,             0.00017772
                    235,                0.18267,                0.18111,                 0.8759,                 0.9716,                0.96699,                0.98417,                0.87528,                0.22849,                0.44067,                0.58371,             0.00017518,             0.00017518,             0.00017518
                    236,                0.19201,                0.17988,                0.88502,                  0.972,                0.96471,                0.98557,                0.87188,                0.24901,                0.44487,                0.59946,             0.00017264,             0.00017264,             0.00017264
                    237,                0.17998,                0.17449,                 0.8815,                 0.9726,                0.96591,                0.98737,                0.88307,                0.23502,                0.43748,                0.59216,              0.0001701,              0.0001701,              0.0001701
                    238,                0.17882,                0.17548,                0.87308,                0.96912,                0.97008,                0.98798,                0.88301,                0.23608,                 0.4469,                0.58948,             0.00016757,             0.00016757,             0.00016757
                    239,                 0.1763,                0.17421,                0.87796,                0.97729,                0.96944,                0.98891,                0.88785,                0.24035,                0.44594,                0.59059,             0.00016503,             0.00016503,             0.00016503
                    240,                0.17699,                0.17722,                0.88406,                0.97492,                0.97613,                0.98858,                0.89401,                0.23348,                0.44108,                0.58921,             0.00016249,             0.00016249,             0.00016249
                    241,                0.17184,                 0.1727,                0.87697,                0.97687,                0.96457,                0.98772,                0.88497,                0.23161,                0.44234,                0.58942,             0.00015995,             0.00015995,             0.00015995
                    242,                0.16657,                0.17082,                0.87921,                0.97603,                0.96231,                0.98718,                0.88736,                0.23717,                0.43029,                0.58968,             0.00015741,             0.00015741,             0.00015741
                    243,                0.17712,                0.17494,                0.88372,                0.97735,                0.96231,                0.98737,                0.90326,                0.23717,                0.43424,                0.59005,             0.00015488,             0.00015488,             0.00015488
                    244,                0.17581,                0.17424,                0.87226,                0.97796,                0.96721,                 0.9889,                0.89551,                0.23532,                 0.4276,                0.58971,             0.00015234,             0.00015234,             0.00015234
                    245,                0.17458,                0.16909,                0.88545,                0.97844,                0.96401,                0.98829,                0.87887,                0.23854,                0.43577,                0.58689,              0.0001498,              0.0001498,              0.0001498
                    246,                0.17219,                0.17183,                0.88571,                0.97609,                 0.9658,                0.98792,                0.89654,                0.24156,                0.43906,                0.58814,             0.00014726,             0.00014726,             0.00014726
                    247,                0.18591,                0.18692,                0.88562,                0.97465,                0.96538,                0.98692,                0.90296,                 0.2425,                0.43373,                0.58943,             0.00014473,             0.00014473,             0.00014473
                    248,                0.17765,                0.17515,                0.88286,                0.97176,                 0.9686,                0.98404,                0.88425,                0.23774,                0.42939,                 0.5864,             0.00014219,             0.00014219,             0.00014219
                    249,                 0.1672,                0.16657,                0.87308,                 0.9727,                0.96743,                0.98633,                0.90125,                0.23775,                 0.4192,                0.58645,             0.00013965,             0.00013965,             0.00013965
                    250,                0.17511,                0.17572,                 0.8804,                 0.9756,                0.96611,                0.98652,                0.88612,                0.22548,                0.40135,                0.58192,             0.00013711,             0.00013711,             0.00013711
                    251,                0.17822,                0.17397,                0.87919,                 0.9784,                0.96673,                0.98562,                0.89013,                0.22879,                0.40476,                0.58439,             0.00013457,             0.00013457,             0.00013457
                    252,                 0.1741,                 0.1694,                0.87533,                0.97823,                0.96521,                0.98607,                0.88975,                0.22634,                0.41048,                0.58368,             0.00013204,             0.00013204,             0.00013204
                    253,                0.17528,                0.17336,                0.88039,                0.97856,                0.96315,                0.98848,                0.88693,                0.24042,                0.39957,                0.59322,              0.0001295,              0.0001295,              0.0001295
                    254,                0.17367,                0.17814,                0.87745,                0.98108,                0.95849,                0.98764,                0.89078,                0.24321,                0.41131,                0.59692,             0.00012696,             0.00012696,             0.00012696
                    255,                0.17633,                0.17347,                0.87903,                0.97576,                0.96466,                0.98622,                0.90225,                0.22995,                0.43911,                0.58259,             0.00012442,             0.00012442,             0.00012442
                    256,                 0.1658,                0.16765,                0.87989,                0.97288,                 0.9658,                0.98685,                0.88279,                0.22523,                 0.4304,                0.57508,             0.00012189,             0.00012189,             0.00012189
                    257,                0.16949,                 0.1635,                0.88487,                 0.9689,                0.96313,                0.98698,                0.87956,                0.22603,                0.43649,                0.57665,             0.00011935,             0.00011935,             0.00011935
                    258,                0.16515,                0.16978,                0.87292,                0.96155,                0.96889,                0.98791,                0.89226,                0.22738,                0.41712,                0.57851,             0.00011681,             0.00011681,             0.00011681
                    259,                0.16842,                0.16127,                0.88715,                0.96488,                0.97086,                0.98851,                0.88806,                0.21905,                0.38794,                0.57735,             0.00011427,             0.00011427,             0.00011427
                    260,                0.16719,                 0.1697,                0.88089,                0.97197,                0.97467,                 0.9881,                0.89317,                0.21447,                0.39388,                0.57684,             0.00011174,             0.00011174,             0.00011174
                    261,                0.16525,                0.16459,                0.88166,                  0.971,                0.97241,                 0.9873,                0.89088,                 0.2145,                0.39721,                 0.5785,              0.0001092,              0.0001092,              0.0001092
                    262,                 0.1767,                0.17254,                0.88472,                0.97276,                0.97336,                0.98836,                0.89054,                0.21794,                 0.3943,                0.57889,             0.00010666,             0.00010666,             0.00010666
                    263,                0.17025,                0.16782,                0.88528,                0.97443,                0.97418,                0.98863,                0.88454,                0.21333,                0.38887,                0.57506,             0.00010412,             0.00010412,             0.00010412
                    264,                0.15995,                0.16336,                0.87285,                0.97449,                0.97474,                0.98813,                0.88746,                0.22079,                0.39482,                0.57996,             0.00010158,             0.00010158,             0.00010158
                    265,                0.16044,                0.16029,                0.87346,                0.97789,                0.97445,                0.98778,                0.88894,                0.21537,                 0.3892,                0.57745,             9.9047e-05,             9.9047e-05,             9.9047e-05
                    266,                0.16065,                 0.1653,                0.87313,                0.97779,                0.97359,                0.98812,                0.88701,                0.21509,                0.39327,                0.57805,              9.651e-05,              9.651e-05,              9.651e-05
                    267,                0.16493,                0.16152,                0.87243,                 0.9766,                0.97217,                0.98736,                0.89634,                0.22016,                0.39577,                0.58287,             9.3972e-05,             9.3972e-05,             9.3972e-05
                    268,                0.16306,                0.16402,                0.87004,                0.97369,                0.97004,                0.98839,                0.89213,                0.22572,                0.39039,                0.58784,             9.1434e-05,             9.1434e-05,             9.1434e-05
                    269,                0.15812,                0.16409,                0.86565,                0.97099,                0.97241,                0.98751,                0.89428,                0.22603,                0.41129,                  0.588,             8.8896e-05,             8.8896e-05,             8.8896e-05
                    270,                0.16026,                0.16027,                0.87375,                0.97248,                0.97326,                0.98631,                0.89081,                0.21879,                0.42063,                 0.5829,             8.6359e-05,             8.6359e-05,             8.6359e-05
                    271,                0.15905,                0.15474,                0.87704,                0.97383,                0.97116,                0.98842,                0.88423,                0.21531,                0.40656,                0.58146,             8.3821e-05,             8.3821e-05,             8.3821e-05
                    272,                0.16072,                0.16222,                0.88228,                0.97589,                0.97169,                0.98872,                0.89991,                0.22352,                0.40229,                0.58629,             8.1283e-05,             8.1283e-05,             8.1283e-05
                    273,                0.17063,                0.16678,                0.88868,                0.97572,                0.97206,                0.98861,                0.89884,                0.22577,                0.39838,                0.58955,             7.8746e-05,             7.8746e-05,             7.8746e-05
                    274,                0.15845,                0.16206,                0.87887,                 0.9765,                0.97004,                0.98792,                0.89529,                0.22823,                0.41037,                 0.5936,             7.6208e-05,             7.6208e-05,             7.6208e-05
                    275,                 0.1648,                0.16712,                0.88005,                0.97459,                0.97404,                0.98848,                0.89391,                0.22737,                0.41944,                 0.5942,              7.367e-05,              7.367e-05,              7.367e-05
                    276,                0.16108,                0.16045,                0.87529,                 0.9711,                 0.9761,                0.98909,                0.89757,                0.23156,                0.42313,                0.59214,             7.1133e-05,             7.1133e-05,             7.1133e-05
                    277,                0.16312,                0.16157,                0.87466,                0.97003,                0.97889,                0.98858,                0.89663,                0.22334,                0.40815,                0.58893,             6.8595e-05,             6.8595e-05,             6.8595e-05
                    278,                0.16418,                0.16638,                0.87073,                0.97448,                0.97698,                0.98911,                0.88384,                0.22221,                0.40713,                0.58727,             6.6057e-05,             6.6057e-05,             6.6057e-05
                    279,                0.15751,                0.15828,                0.88059,                0.97405,                0.97513,                 0.9892,                0.89348,                0.22448,                0.41925,                0.58894,             6.3519e-05,             6.3519e-05,             6.3519e-05
                    280,                0.16378,                0.17205,                0.86944,                0.97609,                0.97516,                0.98913,                0.89062,                0.23055,                 0.4139,                0.59037,             6.0982e-05,             6.0982e-05,             6.0982e-05
                    281,                  0.162,                0.15632,                0.87765,                0.98458,                0.97238,                0.99001,                0.89751,                0.22558,                 0.3967,                0.58862,             5.8444e-05,             5.8444e-05,             5.8444e-05
                    282,                0.15394,                0.16056,                0.87855,                0.98459,                0.97259,                0.99003,                 0.8994,                0.22458,                0.39908,                0.58767,             5.5906e-05,             5.5906e-05,             5.5906e-05
                    283,                0.15795,                0.15906,                0.87429,                0.98381,                0.97279,                 0.9896,                0.90093,                0.22577,                0.40272,                0.58746,             5.3369e-05,             5.3369e-05,             5.3369e-05
                    284,                0.15999,                0.16949,                0.87189,                0.97646,                0.96873,                0.98924,                0.90092,                0.22425,                 0.4026,                0.58748,             5.0831e-05,             5.0831e-05,             5.0831e-05
                    285,                0.14499,                 0.1521,                0.86754,                0.97598,                0.97075,                0.98916,                 0.9009,                0.22324,                 0.4044,                0.58746,             4.8293e-05,             4.8293e-05,             4.8293e-05
                    286,                0.16176,                0.15805,                0.87194,                0.97627,                0.97121,                 0.9892,                0.89096,                0.22627,                0.41025,                0.58688,             4.5756e-05,             4.5756e-05,             4.5756e-05
                    287,                 0.1564,                 0.1616,                0.86887,                0.97629,                0.96799,                0.98961,                0.89827,                0.22543,                0.40014,                0.58499,             4.3218e-05,             4.3218e-05,             4.3218e-05
                    288,                0.15485,                0.15514,                0.86897,                0.97594,                0.96903,                0.98972,                0.90278,                0.22479,                0.39904,                0.58563,              4.068e-05,              4.068e-05,              4.068e-05
                    289,                0.16025,                 0.1524,                0.86651,                0.97786,                0.96788,                0.98935,                0.90154,                0.22244,                0.39001,                0.58534,             3.8142e-05,             3.8142e-05,             3.8142e-05
                    290,                0.15478,                0.15412,                0.87633,                0.97604,                0.96924,                 0.9897,                0.90629,                0.22074,                0.39606,                 0.5856,             3.5605e-05,             3.5605e-05,             3.5605e-05
                    291,                0.14646,                0.18223,                0.86026,                0.96953,                0.96844,                0.98924,                0.90912,                 0.2269,                0.40284,                0.58801,             3.3067e-05,             3.3067e-05,             3.3067e-05
                    292,                0.12279,                0.14239,                0.83377,                0.96475,                0.97077,                0.98855,                0.88937,                0.23218,                0.41734,                0.59166,             3.0529e-05,             3.0529e-05,             3.0529e-05
                    293,                0.12124,                0.13187,                0.82746,                0.96538,                0.97082,                0.98799,                0.87097,                0.21925,                0.41475,                 0.5855,             2.7992e-05,             2.7992e-05,             2.7992e-05
                    294,                 0.1254,                 0.1295,                0.82289,                0.96547,                0.96903,                0.98769,                0.87693,                0.21633,                0.41226,                0.58381,             2.5454e-05,             2.5454e-05,             2.5454e-05
                    295,                0.12098,                0.12832,                 0.8412,                0.96924,                0.96903,                0.98779,                0.86926,                0.21876,                0.40888,                0.58686,             2.2916e-05,             2.2916e-05,             2.2916e-05
                    296,                0.12047,                0.12283,                 0.8307,                0.97025,                0.96904,                0.98728,                0.86647,                0.22053,                0.40478,                0.58923,             2.0379e-05,             2.0379e-05,             2.0379e-05
                    297,                0.11398,                0.12272,                0.82018,                0.96942,                0.96841,                0.98723,                0.86462,                0.21738,                0.40713,                0.58753,             1.7841e-05,             1.7841e-05,             1.7841e-05
                    298,                0.11679,                0.12019,                0.82531,                0.96971,                0.96801,                0.98703,                0.86527,                0.21892,                0.41165,                0.58918,             1.5303e-05,             1.5303e-05,             1.5303e-05
                    299,                0.11382,                0.11663,                0.81592,                0.96769,                0.96862,                0.98753,                 0.8625,                0.21697,                0.41056,                0.58793,             1.2765e-05,             1.2765e-05,             1.2765e-05
                    300,                0.11249,                0.11957,                0.81876,                0.96825,                 0.9677,                0.98721,                0.85933,                0.21559,                0.40758,                0.58715,             1.0228e-05,             1.0228e-05,             1.0228e-05
